hospital_pk,hospital_name,placekey
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,zzw-224@5z8-n7g-q2k
050121,ADVENTIST HEALTH HANFORD,zzw-222@5z6-t7d-t7q
051329,SUTTER LAKESIDE HOSPITAL,222-222@5vh-4fj-4vz
051317,ADVENTIST HEALTH CLEARLAKE,
051320,BANNER LASSEN MEDICAL CENTER,zzw-222@5v6-zt7-xbk
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,zzy-223@5z5-3pf-dn5
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,zzw-226@5z6-3kt-j9z
050146,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,222-222@5z5-3t2-3wk
050158,ENCINO HOSPITAL MEDICAL CENTER,zzw-222@5z4-zfk-mrk
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,227-223@5z5-3k5-gp9
050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,zzw-228@5z4-zvf-jqf
050438,HUNTINGTON MEMORIAL HOSPITAL,zzw-222@5z5-34n-sbk
050373,LAC+USC MEDICAL CENTER,zzw-222@5z5-3rh-m8v
050561,KAISER FOUNDATION HOSPITAL - WEST LA,223-227@5z4-zvp-bx5
050581,LAKEWOOD REGIONAL MEDICAL CENTER,22h-222@5z6-3nh-fpv
050624,HENRY MAYO NEWHALL  HOSPITAL,zzw-222@5z4-vv8-q75
050660,USC KENNETH NORRIS JR CANCER HOSPITAL,zzw-225@5z5-3rh-ht9
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,zzw-224@5z4-z5q-nwk
050755,SHERMAN OAKS HOSPITAL,22b-224@5z4-zcb-hbk
052032,KINDRED HOSPITAL - LOS ANGELES,222-222@5z4-zxh-2hq
050771,COAST PLAZA HOSPITAL,zzy-222@5z6-3ms-z2k
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",222-222@5z6-3pz-789
053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,zzw-222@5z6-3ch-2zf
050239,GLENDALE ADVENTIST MEDICAL CENTER,zzw-228@5z5-3qk-7qz
051307,CATALINA ISLAND MEDICAL CENTER,zzw-222@5z5-z5j-6tv
052046,KINDRED HOSPITAL PARAMOUNT,223-222@5z6-3kz-87q
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,222-222@5z4-rq2-ct9
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,zzw-224@5z4-vps-5mk
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,222-225@5z4-vrg-jsq
050351,TORRANCE MEMORIAL MEDICAL CENTER,zzw-227@5z6-3c5-87q
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,zzw-227@5z6-3gy-3t9
050393,PIH HOSPITAL - DOWNEY,222-222@5z6-3kv-g8v
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,222-222@5z6-3bh-bp9
050468,MEMORIAL HOSPITAL OF GARDENA,222-223@5z6-3rk-8qf
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,zzw-227@5z6-3d7-dy9
050588,SAN DIMAS COMMUNITY HOSPITAL,223-222@5z4-rnx-qmk
050485,LONG BEACH MEMORIAL MEDICAL CENTER,222-223@5z6-3ch-3bk
050641,EAST LOS ANGELES DOCTORS HOSPITAL,227-223@5z5-3mq-h89
050663,LOS ANGELES COMMUNITY HOSPITAL,222-223@5z5-3mr-9s5
050704,MISSION COMMUNITY HOSPITAL,222-222@5z4-zdp-jy9
050736,MONTEREY PARK HOSPITAL,223-222@5z5-3k6-6rk
050739,CENTINELA HOSPITAL MEDICAL CENTER,222-223@5z6-3ry-mzf
050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,zzw-224@5z4-zk6-hyv
050096,"WEST COVINA MEDICAL CENTER, INC",zzw-223@5z5-3v8-dgk
050103,WHITE MEMORIAL MEDICAL CENTER,zzy-222@5z5-3rj-85f
050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,zzw-222@5z4-ztz-5s5
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,222-222@5z4-zdp-rp9
050169,PIH HEALTH HOSPITAL-WHITTIER,222-224@5z5-3n4-fzz
050191,ST MARY MEDICAL CENTER,zzw-222@5z6-3cj-2hq
052031,BARLOW RESPIRATORY HOSPITAL,zzw-222@5z5-3rj-t5f
052045,KINDRED HOSPITAL BALDWIN PARK,222-223@5z5-3v4-pvz
050262,RONALD REAGAN U C L A MEDICAL CENTER,22j-222@5z4-zw9-x5z
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,222-222@5z4-zj8-75z
050376,LAC/HARBOR-UCLA MED CENTER,zzw-222@5z6-3by-m8v
050350,BEVERLY HOSPITAL,zzw-222@5z5-3jj-swk
050378,PACIFICA HOSPITAL OF THE VALLEY,222-223@5z4-zdh-vmk
050471,GOOD SAMARITAN HOSPITAL,zzw-223@5z5-3qr-btv
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,zzw-223@5z6-3r8-y5f
050696,KECK HOSPITAL OF USC,222-223@5z5-3rm-v4v
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,zzw-222@5z5-3v5-835
050126,VALLEY PRESBYTERIAN HOSPITAL,222-222@5z4-zc6-cnq
050737,GARFIELD MEDICAL CENTER,zzw-225@5z5-3k9-gzf
050738,GREATER EL MONTE COMMUNITY HOSPITAL,zzw-224@5z5-3kg-grk
050782,CASA COLINA HOSPITAL,zzw-224@5z4-rpt-jgk
050763,"L A DOWNTOWN MEDICAL CENTER, LLC",22b-223@5z5-3p6-nkf
052038,KINDRED HOSPITAL -- LA MIRADA,222-222@5z4-rh3-bkz
052050,KINDRED HOSPITAL SOUTH BAY,zzw-225@5z6-3rd-68v
052054,MONROVIA MEMORIAL HOSPITAL,zzw-222@5z5-3t2-tn5
05T485,MEMORIACARE LONG BEACH MEDICAL CENTER,222-223@5z6-3ch-3bk
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,22d-223@5z5-3p4-c3q
050742,OLYMPIA MEDICAL CENTER,zzw-222@5z4-zvs-g49
050761,PROVIDENCE-CEDARS SINAI TARZANA MEDICAL CENTER,222-225@5z4-zfb-psq
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,223-223@5z5-3qy-t7q
050204,PALMDALE REGIONAL MEDICAL CENTER,222-223@5z4-xsc-7h5
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,zzw-222@5z5-3w4-3dv
050238,METHODIST HOSPITAL OF SOUTHERN CA,zzw-222@5z5-35g-pqf
050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,zzw-222@5z5-3t9-ht9
050625,CEDARS-SINAI MEDICAL CENTER,zzw-224@5z5-3rc-kfz
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,zzw-222@5z5-3p7-grk
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,222-222@5z6-3kv-z4v
050735,WHITTIER HOSPITAL MEDICAL CENTER,zzw-222@5z4-rgx-td9
050776,COLLEGE MEDICAL CENTER,zzw-222@5z6-3cg-q4v
053302,CHILDREN'S HOSP OF LOS ANGELES,zzw-223@5z5-3p7-ghq
050056,ANTELOPE VALLEY HOSPITAL,222-222@5z4-x9r-xwk
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,zzw-223@5z4-zvf-5mk
050104,SAINT FRANCIS MEDICAL CENTER,222-223@5z6-3qr-zzz
050132,SAN GABRIEL VALLEY MEDICAL CENTER,22q-223@5z5-3kv-f9f
050124,USC VERDUGO HILLS HOSPITAL,zzw-22k@5z5-393-jqf
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,zzw-225@5z5-3r7-7bk
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,zzw-225@5z5-3p7-gx5
050568,MADERA COMMUNITY HOSPITAL,zzw-222@5z7-s8v-49z
052043,KENTFIELD HOSPITAL,222-226@5vg-963-cnq
050360,MARINHEALTH MEDICAL CENTER,222-222@5vg-96c-x3q
050131,NOVATO COMMUNITY HOSPITAL,zzw-223@5vg-8pf-fxq
050510,KAISER FOUNDATION HOSPITAL,222-227@5vg-94n-2tv
051304,JOHN C FREMONT HEALTHCARE DISTRICT,222-223@5z7-px7-nnq
051310,ADVENTIST HEALTH HOWARD MEMORIAL,222-222@5v2-mfk-c89
051325,MENDOCINO COAST DISTRICT HOSPITAL,zzw-226@5v2-j2c-vfz
050301,ADVENTIST HEALTH UKIAH VALLEY,zzw-222@5vg-gh6-w49
050444,MERCY MEDICAL CENTER,222-222@5vh-yy9-wx5
050528,MEMORIAL HOSPITAL LOS BANOS,zzw-222@5z7-6qz-2x5
051330,MODOC MEDICAL CENTER,227-223@5v5-wn7-9vf
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,zzy-222@5v5-wrq-7t9
051303,MAMMOTH HOSPITAL,262@5yx-5s8-kcq
051336,GEORGE L MEE MEMORIAL HOSPITAL,222-222@5z7-7kb-rzf
050334,SALINAS VALLEY MEMORIAL HOSPITAL,222-222@5vh-fc3-vzz
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,zzw-222@5xs-cpf-4sq
050248,NATIVIDAD MEDICAL CENTER,222-222@5vh-fbv-fzz
050013,ADVENTIST HEALTH ST HELENA,zzw-222@5vg-4sx-b6k
050009,QUEEN OF THE VALLEY MEDICAL CENTER,223-222@5vg-3y2-ty9
050150,SIERRA NEVADA MEMORIAL HOSPITAL,223-223@5vg-r75-w8v
051328,TAHOE FOREST HOSPITAL,222-225@5yw-cny-f2k
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,222-222@5z4-rwm-y35
050744,ANAHEIM GLOBAL MEDICAL CENTER,zzw-222@5z4-rxs-rx5
050426,WEST ANAHEIM MEDICAL CENTER,223-224@5z4-rwz-3qz
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,
050551,LOS ALAMITOS MEDICAL CENTER,223-222@5z6-3p3-vpv
050745,CHAPMAN GLOBAL MEDICAL CENTER,zzw-22d@5z4-rxf-zvf
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,zzw-223@5z4-rsk-5s5
050747,SOUTH COAST GLOBAL MEDICAL CENTER,zzw-22c@5z6-2rt-mhq
050769,HOAG ORTHOPEDIC INSTITUTE,zzw-222@5z4-rtk-tgk
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,zzw-222@5z6-2qd-vfz
050780,FOOTHILL REGIONAL MEDICAL CENTER,222-224@5z4-rv6-92k
050069,ST JOSEPH HOSPITAL,223-222@5z4-rxf-n5z
052035,KINDRED HOSPITAL WESTMINSTER,222-222@5z4-ryf-mtv
050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,222-222@5z4-ryb-psq
050543,COLLEGE HOSPITAL COSTA MESA,223-222@5z6-2qj-t9z
053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,22b-224@5z4-rxf-mzf
050580,LA PALMA INTERCOMMUNITY HOSPITAL,222-222@5z6-3nz-g8v
050603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,222-225@5z6-2nc-zcq
050678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,zzw-225@5z4-ry7-v2k
050168,PROVIDENCE ST. JUDE MEDICAL CENTER,zzw-223@5z4-rgg-j7q
050589,PLACENTIA LINDA HOSPITAL,222-222@5z4-rhj-rhq
050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,zzw-224@5z4-rcm-yy9
052039,KINDRED HOSPITAL BREA,222-223@5z4-rdz-249
053306,CHILDREN'S HOSPITAL AT MISSION,zzw-22c@5z6-2mt-r6k
053308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,222-222@5z4-rxg-nkf
050567,MISSION HOSPITAL REGIONAL MED CENTER,zzw-222@5z6-2mt-r6k
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,zzw-224@5z4-rwt-cwk
050526,HUNTINGTON BEACH HOSPITAL,zzw-229@5z6-444-3qz
050309,SUTTER ROSEVILLE MEDICAL CENTER,225-222@5vg-nqw-52k
050498,SUTTER AUBURN FAITH HOSPITAL,222-222@5vg-njq-87q
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,222-223@5vg-nsh-7qz
051327,SENECA DISTRICT HOSPITAL,zzy-222@5v6-bdw-6hq
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,222-223@5v6-cp8-y9z
051326,PLUMAS DISTRICT HOSPITAL,222-222@5v6-967-7qz
050684,MENIFEE GLOBAL MEDICAL CENTER,222-222@5z4-sg5-kzz
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,222-222@5z4-khj-t35
050022,RIVERSIDE COMMUNITY HOSPITAL,222-222@5z4-kmy-5cq
050534,JOHN F KENNEDY MEMORIAL HOSPITAL,zzw-226@5z6-9y8-q75
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,222-222@5z4-qnd-vpv
050243,DESERT REGIONAL MEDICAL CENTER,zzw-223@5z6-99q-zvf
050102,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",222-222@5z4-m2k-6ff
050054,SAN GORGONIO MEMORIAL HOSPITAL,222-222@5z4-p25-wc5
050423,PALO VERDE HOSPITAL,zzw-222@5zb-np2-rff
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,zzw-222@5z4-khj-7qz
050573,EISENHOWER MEDICAL CENTER,zzw-222@5z6-96d-pjv
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",zzw-226@5z4-m2f-mzf
050775,TEMECULA VALLEY HOSPITAL,222-222@5z4-sxh-ysq
052052,KINDRED HOSPITAL RIVERSIDE,zzw-222@5z4-kwh-xdv
050701,SOUTHWEST HEALTHCARE SYSTEM,zzw-222@5z4-r3s-jsq
050329,CORONA REGIONAL MEDICAL CENTER,zzw-224@5z4-s35-n89
050390,HEMET GLOBAL MEDICAL CENTER,224-223@5z4-spq-ndv
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,zzw-224@5vg-s6w-2x5
052033,VIBRA HOSPITAL OF SACRAMENTO,224-223@5vg-nsz-gtv
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,223-226@5vg-thb-6rk
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",zzw-222@5vg-th6-rp9
050414,MERCY HOSPITAL OF FOLSOM,222-222@5vg-nt2-p35
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,zzw-222@5vg-trt-vj9
050590,METHODIST HOSPITAL OF SACRAMENTO,zzw-222@5vg-s6v-vzz
050516,MERCY SAN JUAN MEDICAL CENTER,zzw-223@5vg-tqz-hyv
053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,222-222@5vg-thb-92k
050017,MERCY GENERAL HOSPITAL,222-222@5vg-th4-zj9
051337,HAZEL HAWKINS MEMORIAL HOSPITAL,zzw-222@5z7-57g-mhq
050245,ARROWHEAD REGIONAL MEDICAL CENTER,222-222@5z4-kk6-p5f
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,zzw-222@5z4-pgn-6ff
050709,DESERT VALLEY HOSPITAL,zzw-222@5z4-pgq-35z
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,zzw-222@5z4-ktw-v9f
050140,KAISER FOUNDATION HOSPITAL FONTANA,zzw-222@5z4-kjx-q4v
052049,KINDRED HOSPITAL RANCHO,222-225@5z4-mw2-4vz
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,zzw-222@5z4-kv9-pn5
050099,SAN ANTONIO REGIONAL HOSPITAL,zzw-222@5z4-my5-5zz
051312,MOUNTAINS COMMUNITY HOSPITAL,222-223@5z4-q2c-j5f
050300,ST MARY MEDICAL CENTER,224-222@5z5-khd-wrk
050586,CHINO VALLEY MEDICAL CENTER,222-223@5z4-rph-td9
050129,ST BERNARDINE MEDICAL CENTER,zzw-226@5z4-ks2-vj9
051335,BEAR VALLEY COMMUNITY HOSPITAL,223-222@5z4-q5y-4sq
050272,REDLANDS COMMUNITY HOSPITAL,zzw-223@5z4-kg5-wkz
050279,HI-DESERT MEDICAL CENTER,222-222@5z5-8z4-3bk
051323,COLORADO RIVER MEDICAL CENTER,222-222@5z9-j2v-d9z
052037,KINDRED HOSPITAL ONTARIO,22h-222@5z4-mxg-g49
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,22h-222@5z4-rpg-jgk
050298,BARSTOW COMMUNITY HOSPITAL,zzw-222@5z5-mt2-t9z
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,zzw-225@5z4-ktw-vfz
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,zzw-227@5z5-qdv-7wk
050024,PARADISE VALLEY HOSPITAL,222-222@5z5-qdd-rzf
050757,ALVARADO HOSPITAL MEDICAL CENTER,223-222@5z5-qbt-qxq
050222,SHARP CHULA VISTA MEDICAL CENTER,zzw-222@5z5-wm9-c89
050636,PALOMAR MEDICAL CENTER POWAY,zzw-223@5z5-t3s-jd9
053303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,zzw-222@5z5-ppv-pd9
050026,GROSSMONT HOSPITAL,zzw-222@5z5-qcq-789
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,zzw-222@5z5-t39-4gk
050077,SCRIPPS MERCY HOSPITAL,zzw-223@5z5-qdv-nqz
050128,TRI-CITY MEDICAL CENTER,zzw-222@5z5-t5k-vj9
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,225-222@5z5-q4w-6hq
050515,KAISER FOUNDATION HOSPITAL - ZION,222-226@5z5-qcd-xh5
050424,SCRIPPS GREEN HOSPITAL,zzw-222@5z5-pnj-wff
052036,KINDRED HOSPITAL - SAN DIEGO,222-222@5z5-qdz-389
052044,VIBRA HOSPITAL OF SAN DIEGO,223-224@5z5-qdv-nyv
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,zzw-225@5z5-pyv-7h5
050100,SHARP MEMORIAL HOSPITAL,222-222@5z5-ppv-p9z
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,223-226@5z5-pnh-cyv
050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,zzw-223@5vg-838-975
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,zzw-223@5vg-7gx-8d9
050457,ST MARY'S MEDICAL CENTER,zzw-22r@5vg-832-bx5
050454,UCSF MEDICAL CENTER,223-224@5vg-833-6hq
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,228-223@5vg-7gw-grk
050152,SAINT FRANCIS MEMORIAL HOSPITAL,zzw-228@5vg-7gw-vpv
050407,CHINESE HOSPITAL,22v-223@5vg-7gw-435
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,22n-224@5vg-7gr-ndv
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,zzw-222@5vg-7gx-kpv
050118,DOCTORS HOSPITAL OF MANTECA,228-223@5vh-rh7-pjv
050336,ADVENTIST HEALTH LODI MEMORIAL,zzw-222@5vh-sqv-xwk
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,zzw-222@5vh-scq-9pv
050122,DAMERON HOSPITAL,225-222@5vh-scq-nt9
050313,SUTTER TRACY COMMUNITY HOSPITAL,zzw-222@5vh-xn2-5xq
050167,SAN JOAQUIN GENERAL HOSPITAL,222-222@5vh-srn-8gk
050748,KAISER FOUNDATION HOSPITAL MANTECA,222-222@5vh-rh6-6p9
050506,SIERRA VISTA REGIONAL MEDICAL CENTER,229-222@5z8-drs-4qf
050016,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",222-222@5z8-f5c-9s5
050232,FRENCH HOSPITAL MEDICAL CENTER,229-222@5z8-dry-dy9
050633,TWIN CITIES COMMUNITY HOSPITAL,222-222@5z8-746-389
050007,MILLS-PENINSULA MEDICAL CENTER,22b-224@5vg-7xz-hqz
050113,SAN MATEO MEDICAL CENTER,zzw-225@5vh-7y9-8qf
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,227-222@5vh-7y5-j5f
050289,SETON MEDICAL CENTER,zzw-224@5vg-84d-8jv
050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,222-222@5vg-84b-ks5
050197,SEQUOIA HOSPITAL,zzw-222@5vh-7y2-td9
050357,GOLETA VALLEY COTTAGE HOSPITAL,222-223@5z8-3cx-tvz
050107,MARIAN REGIONAL MEDICAL CENTER,zzw-223@5z8-43b-kvf
050110,LOMPOC VALLEY MEDICAL CENTER,222-222@5xq-cx2-bx5
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,224-222@5xq-cz6-3kf
050396,SANTA BARBARA COTTAGE HOSPITAL,226-223@5z8-3dz-y35
050038,SANTA CLARA VALLEY MEDICAL CENTER,zzw-222@5vh-b6x-sqz
050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,zzw-222@5vh-b4n-ffz
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,224-222@5vh-bf7-bx5
050308,EL CAMINO HOSPITAL,zzw-222@5vh-bbp-94v
050441,STANFORD HEALTH CARE,zzw-223@5vh-b8k-7dv
050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,222-223@5vh-8tp-4d9
050380,GOOD SAMARITAN HOSPITAL,zzw-222@5vh-6yy-jgk
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,zzw-222@5vh-b8k-k4v
050194,WATSONVILLE COMMUNITY HOSPITAL,223-225@5vh-dyp-4vz
050242,DOMINICAN HOSPITAL,222-222@5vh-7h7-7wk
050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,222-222@5vh-7h7-nnq
050280,MERCY MEDICAL CENTER REDDING,zzy-222@5v6-kbf-nnq
052047,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,222-222@5v6-mpk-bhq
050764,SHASTA REGIONAL MEDICAL CENTER,222-223@5v6-pjj-7yv
051305,MAYERS MEMORIAL HOSPITAL,zzy-223@5v5-c4g-xnq
050697,PATIENTS' HOSPITAL OF REDDING,225-222@5v6-mpc-mzf
051319,MERCY MEDICAL CENTER MT SHASTA,222-222@5v5-g9f-7dv
051316,FAIRCHILD MEDICAL CENTER,222-223@5v5-h28-pgk
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,222-226@5vg-5np-vfz
050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,zzw-223@5vg-3kc-swk
050101,SUTTER SOLANO MEDICAL CENTER,222-222@5vg-3kd-5zz
050367,NORTHBAY MEDICAL CENTER,zzw-223@5vg-3rj-5pv
052057,SONOMA SPECIALTY HOSPITAL,zzw-222@5vg-kh8-z2k
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,222-222@5vg-4p6-45f
050174,SANTA ROSA MEMORIAL HOSPITAL,222-223@5vg-552-975
050136,PETALUMA VALLEY HOSPITAL,222-224@5vg-8s4-7kf
050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,222-222@5vg-4nt-jqf
051321,HEALDSBURG DISTRICT HOSPITAL,zzw-223@5vg-frw-nqz
050090,SONOMA VALLEY HOSPITAL,223-222@5vg-532-jn5
050726,STANISLAUS SURGICAL HOSPITAL,224-222@5vh-rcm-2tv
050179,EMANUEL MEDICAL CENTER,zzw-222@5vh-yc3-47q
050557,MEMORIAL MEDICAL CENTER,zzw-223@5vh-rcb-75z
050067,OAK VALLEY HOSPITAL DISTRICT,222-222@5vh-rbj-52k
050464,DOCTORS MEDICAL CENTER,222-222@5vh-rcj-x5z
052055,CENTRAL VALLEY SPECIALTY HOSPITAL,222-222@5vh-rcj-249
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,222-222@5vg-p8m-2hq
050042,ST ELIZABETH COMMUNITY HOSPITAL,222-222@5v6-rz3-yd9
051315,TRINITY HOSPITAL,zzy-222@5v6-m2t-6zf
050546,PORTERVILLE DEVELOPMENTAL CENTER,zzw-222@5z8-hr2-psq
050057,KAWEAH DELTA MEDICAL CENTER,zzw-222@5z6-vwk-ty9
050784,ADVENTIST HEALTH TULARE,222@5z6-wdn-6x5
050261,SIERRA VIEW MEDICAL CENTER,225-222@5z8-hq3-4vz
050335,ADVENTIST HEALTH SONORA,223@5vh-tq3-nt9
050159,VENTURA COUNTY MEDICAL CENTER,223-222@5xq-5q8-bkz
050236,ADVENTIST HEALTH SIMI VALLEY,zzw-225@5z5-2wm-k4v
050082,ST JOHNS REGIONAL MEDICAL CENTER,zzw-222@5xq-4bn-kxq
051334,OJAI VALLEY COMMUNITY HOSPITAL,223-223@5xq-57b-789
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,222-222@5xq-5py-f4v
050616,ST JOHNS PLEASANT VALLEY HOSPITAL,222-225@5z5-2nh-ysq
718456ab442d5f84683cd24a06376fcd58d33961727e082bf99a4068a256eda7,Santa Paula Hospital,22d@5z5-2r8-dvz
050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,zzw-224@5z5-2nw-9zz
050537,SUTTER DAVIS HOSPITAL,223-222@5vg-76q-bkz
050127,WOODLAND MEMORIAL HOSPITAL,zzw-223@5vg-6rs-kpv
050133,ADVENTIST HEALTH AND RIDEOUT,zzw-222@5vg-p8m-brk
060132,UCHEALTH HIGHLANDS RANCH HOSPITAL,222-222@5q9-b84-8d9
063301,CHILDREN'S HOSPITAL COLORADO,zzw-224@5q9-bf3-djv
060004,PLATTE VALLEY MEDICAL CENTER,222-222@5qk-k8y-54v
060024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,222-222@5q9-bf3-jgk
060065,NORTH SUBURBAN MEDICAL CENTER,zzw-223@5q6-79s-9cq
060008,SAN LUIS VALLEY HEALTH,zzw-222@5q8-m6c-s3q
060113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,222-225@5q9-b82-66k
060034,SWEDISH MEDICAL CENTER,222-222@5q9-9y3-b6k
060100,"MEDICAL CENTER OF AURORA, THE",222-223@5q9-9yr-ty9
061328,PAGOSA SPRINGS MEDICAL CENTER,zzw-222@5qd-r3m-cqz
061311,SOUTHEAST COLORADO HOSPITAL,zzw-222@5qz-cwx-n89
060027,FOOTHILLS HOSPITAL,22j-223@5q6-78b-ygk
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,zzw-22b@5q6-76f-jd9
060003,LONGMONT UNITED HOSPITAL,zzw-222@5qk-jcw-6ff
060116,GOOD SAMARITAN MEDICAL CENTER,zzw-222@5q6-7cw-wkz
060104,ST ANTHONY NORTH HEALTH CAMPUS,223-223@5q6-7c3-rc5
061322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,zzw-222@5q9-s7y-y9z
061343,KEEFE MEMORIAL HOSPITAL,222-222@5rb-rgb-ht9
061308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,222-222@5q8-nkx-qfz
060071,DELTA COUNTY MEMORIAL HOSPITAL,222-222@5qf-mbh-vj9
060107,NATIONAL JEWISH HEALTH,222-222@5q9-bg2-wc5
060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,223-224@5q9-9y3-tsq
062012,PAM SPECIALTY HOSPITAL OF DENVER,zzw-222@5q9-bnr-dqf
060011,DENVER HEALTH MEDICAL CENTER,222-223@5q9-bqs-2c5
060032,ROSE MEDICAL CENTER,zzw-222@5q9-bg2-249
